,engine.oxTank.liquid.mass,engine.oxTank.liquid.density,engine.oxTank.liquid.temperature,engine.oxTank.liquid.pressure,engine.oxTank.liquid.enthalpy,engine.oxTank.liquid.internalEnergy,engine.oxTank.liquid.volume,simControl.currentTime,engine.pressurantTank.gas.mass,engine.pressurantTank.gas.density,engine.pressurantTank.gas.temperature,engine.pressurantTank.gas.pressure,engine.pressurantTank.gas.enthalpy,engine.pressurantTank.gas.internalEnergy,engine.pressurantTank.gas.volume
38,5.5289880824640125,874.4279562463878,288.0872778137154,9307922.34582,193959.5238303849,183314.93924312285,0.006322977259553797,,,,,,,,
39,5.527119347792013,874.4369877985918,288.08561623581556,9307922.34582,193955.81492451607,183311.34027899062,0.006320774881340071,,,,,,,,
40,5.525250613120013,874.4460221781984,288.0839540890221,9307922.34582,193952.10480645325,183307.74013481106,0.0063185725281898,,,,,,,,
41,5.5233818784480135,874.4550593870583,288.08229137294904,9307922.34582,193948.39347538925,183304.13880979657,0.0063163702001102036,,,,,,,,
42,5.521513143776014,874.4640994270246,288.08062808720985,9307922.34582,193944.680930515,183300.53630315876,0.006314167897108499,,,,,,,,
43,5.519644409104014,874.4731422999541,288.07896423141733,9307922.34582,193940.96717102034,183296.9326141084,0.0063119656191918975,,,,,,,,
44,5.5177756744320146,874.4821880077023,288.0772998051843,9307922.34582,193937.25219609504,183293.3277418555,0.0063097633663676345,,,,,,,,
45,5.515906939760015,874.4912365521288,288.0756348081229,9307922.34582,193933.53600492782,183289.72168560926,0.006307561138642936,,,,,,,,
46,5.514038205088015,874.5002879350939,288.0739692398451,9307922.34582,193929.8185967066,183286.11444457807,0.006305358936025041,,,,,,,,
47,5.512169470416016,874.5093421584605,288.07230309996226,9307922.34582,193926.09997061794,183282.50601796954,0.006303156758521185,,,,,,,,
48,5.510300735744016,874.5183992240912,288.0706363880856,9307922.34582,193922.38012584884,183278.89640499052,0.006300954606138626,,,,,,,,
49,5.508432001072016,874.5274591338557,288.06896910382545,9307922.34582,193918.65906158392,183275.28560484698,0.006298752478884591,,,,,,,,
50,5.506563266400017,874.5365218896198,288.06730124679234,9307922.34582,193914.93677700762,183271.67361674414,0.006296550376766347,,,,,,,,
51,5.504694531728017,874.5455874932544,288.065632816596,9307922.34582,193911.2132713044,183268.0604398864,0.0062943482997911485,,,,,,,,
52,5.502825797056017,874.5546559466302,288.06396381284605,9307922.34582,193907.48854365668,183264.4460734774,0.006292146247966266,,,,,,,,
53,5.500957062384018,874.5637272516221,288.0622942351514,9307922.34582,193903.7625932468,183260.83051671987,0.006289944221298957,,,,,,,,
54,5.499088327712018,874.5728014101051,288.0606240831209,9307922.34582,193900.03541925573,183257.21376881585,0.0062877422197965,,,,,,,,
55,5.497219593040018,874.5818784239574,288.0589533563626,9307922.34582,193896.3070208641,183253.5958289665,0.0062855402434661665,,,,,,,,
56,5.495350858368019,874.590958295058,288.0572820544846,9307922.34582,193892.57739725118,183249.9766963722,0.006283338292315239,,,,,,,,
57,5.493482123696019,874.600041025287,288.0556101770942,9307922.34582,193888.8465475963,183246.35637023256,0.006281136366351013,,,,,,,,
58,5.491613389024019,874.6091266165288,288.0539377237986,9307922.34582,193885.1144710772,183242.7348497463,0.006278934465580771,,,,,,,,
59,5.48974465435202,874.618215070669,288.0522646942042,9307922.34582,193881.3811668705,183239.1121341114,0.006276732590011803,,,,,,,,
60,5.48787591968002,874.6273063895918,288.0505910879177,9307922.34582,193877.64663415364,183235.48822252496,0.006274530739651426,,,,,,,,
61,5.48600718500802,874.636400575189,288.0489169045446,9307922.34582,193873.9108721007,183231.8631141833,0.0062723289145069265,,,,,,,,
62,5.484138450336021,874.6454976293498,288.04724214369054,9307922.34582,193870.17387988706,183228.23680828192,0.006270127114585622,,,,,,,,
63,5.482269715664021,874.6545975539676,288.04556680496046,9307922.34582,193866.43565668596,183224.60930401555,0.006267925339894822,,,,,,,,
64,5.480400980992021,874.6637003509356,288.0438908879591,9307922.34582,193862.69620167097,183220.980600578,0.0062657235904418525,,,,,,,,
65,5.478532246320022,874.6728060221503,288.04221439229065,9307922.34582,193858.95551401397,183217.35069716242,0.006263521866234038,,,,,,,,
66,5.476663511648022,874.6819145695114,288.04053731755903,9307922.34582,193855.21359288623,183213.719592961,0.006261320167278695,,,,,,,,
67,5.474794776976022,874.6910259949168,288.0388596633676,9307922.34582,193851.47043745813,183210.0872871651,0.006259118493583172,,,,,,,,
68,5.472926042304023,874.7001403002705,288.0371814293195,9307922.34582,193847.72604689933,183206.45377896543,0.006256916845154792,,,,,,,,
69,5.471057307632023,874.7092574874767,288.035502615017,9307922.34582,193843.98042037766,183202.81906755167,0.006254715222000897,,,,,,,,
70,5.469188572960023,874.7183775584398,288.0338232200627,9307922.34582,193840.23355706228,183199.18315211282,0.0062525136241288444,,,,,,,,
71,5.467319838288024,874.7275005150681,288.03214324405826,9307922.34582,193836.48545611976,183195.54603183697,0.006250312051545981,,,,,,,,
72,5.465451103616024,874.7366263592719,288.030462686605,9307922.34582,193832.736116716,183191.90770591144,0.0062481105042596595,,,,,,,,
73,5.463582368944024,874.7457550929622,288.02878154730405,9307922.34582,193828.98553801706,183188.26817352272,0.006245908982277245,,,,,,,,
74,5.461713634272025,874.7548867180527,288.0270998257559,9307922.34582,193825.23371918657,183184.62743385645,0.006243707485606103,,,,,,,,
75,5.459844899600025,874.7640212364595,288.0254175215607,9307922.34582,193821.4806593888,183180.98548609746,0.006241506014253599,,,,,,,,
76,5.457976164928025,874.7731586500979,288.0237346343184,9307922.34582,193817.72635778674,183177.34232942972,0.006239304568227123,,,,,,,,
77,5.456107430256026,874.7822989608912,288.02205116362785,9307922.34582,193813.97081354097,183173.6979630364,0.006237103147534026,,,,,,,,
78,5.454238695584026,874.7914421707559,288.0203671090886,9307922.34582,193810.2140258144,183170.0523860998,0.006234901752181728,,,,,,,,
79,5.452369960912026,874.8005882816194,288.01868247029864,9307922.34582,193806.45599376608,183166.4055978014,0.006232700382177586,,,,,,,,
80,5.450501226240027,874.8097372954038,288.01699724685636,9307922.34582,193802.69671655583,183162.7575973219,0.0062304990375290185,,,,,,,,
81,5.448632491568027,874.8188892140382,288.0153114383594,9307922.34582,193798.93619334218,183159.1083838411,0.006228297718243408,,,,,,,,
82,5.446763756896027,874.8280440394511,288.01362504440493,9307922.34582,193795.17442328238,183155.457956538,0.006226096424328163,,,,,,,,
83,5.444895022224028,874.8372017735728,288.01193806458997,9307922.34582,193791.4114055338,183151.80631459074,0.0062238951557906964,,,,,,,,
84,5.443026287552028,874.8463624183371,288.0102504985108,9307922.34582,193787.64713925205,183148.15345717658,0.006221693912638415,,,,,,,,
85,5.4411575528800284,874.8555259756785,288.00856234576355,9307922.34582,193783.88162359223,183144.49938347202,0.006219492694878738,,,,,,,,
86,5.439288818208029,874.864692447533,288.0068736059438,9307922.34582,193780.1148577089,183140.8440926527,0.006217291502519096,,,,,,,,
87,5.437420083536029,874.8738618358416,288.00518427864665,9307922.34582,193776.34684075485,183137.18758389336,0.006215090335566898,,,,,,,,
88,5.4355513488640295,874.8830341425427,288.003494363467,9307922.34582,193772.5775718829,183133.529856368,0.006212889194029596,,,,,,,,
89,5.43368261419203,874.8922093695803,288.00180385999914,9307922.34582,193768.807050245,183129.87090924967,0.0062106880779146155,,,,,,,,
90,5.43181387952003,874.901387518899,288.00011276783704,9307922.34582,193765.03527499124,183126.21074171062,0.006208486987229399,,,,,,,,
91,5.4299451448480305,874.9105685924445,287.9984210865742,9307922.34582,193761.26224527197,183122.54935292227,0.0062062859219814,,,,,,,,
92,5.428076410176031,874.9197525921672,287.99672881580364,9307922.34582,193757.48796023589,183118.88674205515,0.0062040848821780575,,,,,,,,
93,5.426207675504031,874.9289395200165,287.9950359551181,9307922.34582,193753.71241903168,183115.22290827896,0.006201883867826836,,,,,,,,
94,5.4243389408320315,874.9381293779445,287.9933425041098,9307922.34582,193749.93562080592,183111.55785076256,0.006199682878935198,,,,,,,,
95,5.422470206160032,874.9473221679071,287.9916484623706,9307922.34582,193746.15756470535,183107.89156867395,0.006197481915510601,,,,,,,,
96,5.420601471488032,874.9565178918588,287.98995382949204,9307922.34582,193742.378249876,183104.22406118028,0.00619528097756053,,,,,,,,
97,5.4187327368160325,874.9657165517602,287.98825860506474,9307922.34582,193738.59767546164,183100.55532744786,0.006193080065092445,,,,,,,,
98,5.416864002144033,874.9749181495707,287.9865627886797,9307922.34582,193734.81584060684,183096.8853666421,0.006190879178113833,,,,,,,,
99,5.414995267472033,874.9841226872535,287.98486637992664,9307922.34582,193731.0327444538,183093.21417792756,0.006188678316632176,,,,,,,,
100,5.4131265328000335,874.9933301667714,287.98316937839564,9307922.34582,193727.24838614534,183089.541760468,0.006186477480654973,,,,,,,,
101,5.411257798128034,875.002540590093,287.9814717836756,9307922.34582,193723.4627648216,183085.8681134263,0.0061842766701897065,,,,,,,,
102,5.409389063456034,875.011753959185,287.9797735953558,9307922.34582,193719.67587962383,183082.19323596443,0.006182075885243886,,,,,,,,
103,5.4075203287840345,875.0209702760199,287.97807481302425,9307922.34582,193715.88772969035,183078.51712724354,0.006179875125825003,,,,,,,,
104,5.405651594112035,875.0301895425685,287.97637543626917,9307922.34582,193712.09831416042,183074.8397864239,0.006177674391940577,,,,,,,,
105,5.403782859440035,875.0394117608053,287.9746754646782,9307922.34582,193708.3076321718,183071.16121266494,0.006175473683598123,,,,,,,,
106,5.401914124768036,875.0486369327076,287.97297489783836,9307922.34582,193704.51568286066,183067.48140512517,0.006173273000805154,,,,,,,,
107,5.400045390096036,875.0578650602527,287.9712737353364,9307922.34582,193700.72246536313,183063.80036296236,0.006171072343569202,,,,,,,,
108,5.398176655424036,875.0670961454223,287.9695719767587,9307922.34582,193696.9279788142,183060.11808533326,0.006168871711897787,,,,,,,,
109,5.396307920752037,875.0763301901984,287.96786962169085,9307922.34582,193693.1322223477,183056.43457139385,0.006166671105798446,,,,,,,,
110,5.394439186080037,875.0855671965659,287.9661666697186,9307922.34582,193689.33519509676,183052.74982029918,0.0061644705252787155,,,,,,,,
111,5.392570451408037,875.094807166511,287.9644631204267,9307922.34582,193685.53689619384,183049.06383120347,0.00616226997034614,,,,,,,,
112,5.390701716736038,875.1040501020226,287.96275897339973,9307922.34582,193681.73732477007,183045.37660326005,0.006160069441008268,,,,,,,,
113,5.388832982064038,875.11329600509,287.96105422822205,9307922.34582,193677.93647995646,183041.68813562143,0.00615786893727266,,,,,,,,
114,5.386964247392038,875.122544877707,287.95934888447715,9307922.34582,193674.13436088225,183037.99842743916,0.006155668459146865,,,,,,,,
115,5.385095512720039,875.1317967218696,287.9576429417482,9307922.34582,193670.33096667583,183034.30747786397,0.006153468006638439,,,,,,,,
116,5.383226778048039,875.1410515395719,287.9559363996183,9307922.34582,193666.52629646537,183030.6152860457,0.0061512675797549664,,,,,,,,
117,5.381358043376039,875.1503093328134,287.9542292576697,9307922.34582,193662.7203493779,183026.9218511333,0.006149067178504016,,,,,,,,
118,5.37948930870404,875.159570103596,287.9525215154843,9307922.34582,193658.91312453873,183023.22717227484,0.006146866802893156,,,,,,,,
119,5.37762057403204,875.1688338539212,287.95081317264373,9307922.34582,193655.10462107384,183019.53124861754,0.006144666452929978,,,,,,,,
120,5.37575183936004,875.1781005857947,287.94910422872897,9307922.34582,193651.2948381066,183015.83407930768,0.006142466128622067,,,,,,,,
121,5.373883104688041,875.1873703012232,287.94739468332074,9307922.34582,193647.48377476083,183012.13566349074,0.006140265829977014,,,,,,,,
122,5.372014370016041,875.1966430022154,287.9456845359992,9307922.34582,193643.67143015863,183008.43600031125,0.00613806555700242,,,,,,,,
123,5.370145635344041,875.2059186907836,287.94397378634403,9307922.34582,193639.85780342118,183004.7350889129,0.006135865309705876,,,,,,,,
124,5.368276900672042,875.2151973689386,287.9422624339348,9307922.34582,193636.04289366992,183001.03292843842,0.0061336650880950095,,,,,,,,
125,5.366408166000042,875.2244790386966,287.94055047835025,9307922.34582,193632.22670002418,182997.32951802976,0.006131464892177422,,,,,,,,
126,5.364539431328042,875.233763702075,287.93883791916886,9307922.34582,193628.40922160185,182993.62485682787,0.0061292647219607305,,,,,,,,
127,5.362670696656043,875.2430513610934,287.9371247559685,9307922.34582,193624.59045752158,182989.91894397288,0.006127064577452555,,,,,,,,
128,5.360801961984043,875.2523420177731,287.93541098832685,9307922.34582,193620.77040689986,182986.21177860402,0.0061248644586605235,,,,,,,,
129,5.358933227312043,875.2616356741365,287.933696615821,9307922.34582,193616.94906885302,182982.50335985963,0.006122664365592274,,,,,,,,
130,5.357064492640044,875.2709323322105,287.9319816380277,9307922.34582,193613.12644249582,182978.7936868771,0.006120464298255436,,,,,,,,
131,5.355195757968044,875.2802319940216,287.9302660545231,9307922.34582,193609.30252694295,182975.082758793,0.006118264256657657,,,,,,,,
132,5.353327023296044,875.2895346615999,287.928549864883,9307922.34582,193605.4773213069,182971.37057474296,0.006116064240806582,,,,,,,,
133,5.351458288624045,875.2988403369767,287.9268330686828,9307922.34582,193601.65082470037,182967.65713386177,0.006113864250709866,,,,,,,,
134,5.349589553952045,875.3081490221865,287.92511566549734,9307922.34582,193597.82303623477,182963.94243528318,0.006111664286375162,,,,,,,,
135,5.347720819280045,875.3174607192645,287.9233976549011,9307922.34582,193593.99395502076,182960.22647814022,0.006109464347810135,,,,,,,,
136,5.345852084608046,875.3267754302495,287.921679036468,9307922.34582,193590.16358016717,182956.50926156488,0.00610726443502245,,,,,,,,
137,5.343983349936046,875.3360931571802,287.9199598097718,9307922.34582,193586.33191078348,182952.79078468835,0.006105064548019786,,,,,,,,
138,5.342114615264046,875.3454139021009,287.91823997438536,9307922.34582,193582.49894597672,182949.07104664083,0.006102864686809808,,,,,,,,
139,5.340245880592047,875.3547376670542,287.9165195298814,9307922.34582,193578.66468485398,182945.3500465517,0.006100664851400207,,,,,,,,
140,5.338377145920047,875.3640644540865,287.91479847583236,9307922.34582,193574.82912652107,182941.62778354934,0.006098465041798673,,,,,,,,
141,5.336508411248047,875.3733942652465,287.91307681180984,9307922.34582,193570.99227008325,182937.90425676128,0.006096265258012896,,,,,,,,
142,5.334639676576048,875.3827271025866,287.91135453738497,9307922.34582,193567.1541146437,182934.1794653141,0.00609406550005056,,,,,,,,
143,5.332770941904048,875.3920629681573,287.9096316521288,9307922.34582,193563.31465930567,182930.45340833356,0.0060918657679193845,,,,,,,,
144,5.330902207232048,875.4014018640136,287.9079081556119,9307922.34582,193559.47390317204,182926.72608494438,0.0060896660616270755,,,,,,,,
145,5.329033472560049,875.4107437922137,287.9061840474038,9307922.34582,193555.63184534293,182922.9974942705,0.006087466381181336,,,,,,,,
146,5.327164737888049,875.4200887548154,287.9044593270744,9307922.34582,193551.78848491926,182919.26763543484,0.006085266726589893,,,,,,,,
147,5.3252960032160495,875.4294367538807,287.90273399419254,9307922.34582,193547.9438210003,182915.53650755945,0.006083067097860464,,,,,,,,
148,5.32342726854405,875.4387877914725,287.9010080483268,9307922.34582,193544.09785268377,182911.80410976548,0.006080867495000779,,,,,,,,
149,5.32155853387205,875.4481418696565,287.89928148904545,9307922.34582,193540.25057906774,182908.0704411731,0.006078667918018569,,,,,,,,
150,5.3196897992000505,875.4574989905003,287.89755431591607,9307922.34582,193536.4019992487,182904.33550090165,0.006076468366921574,,,,,,,,
151,5.317821064528051,875.4668591560728,287.89582652850595,9307922.34582,193532.55211232172,182900.59928806947,0.006074268841717539,,,,,,,,
152,5.315952329856051,875.4762223684471,287.8940981263818,9307922.34582,193528.70091738182,182896.86180179403,0.0060720693424142075,,,,,,,,
153,5.3140835951840515,875.4855886296974,287.89236910910984,9307922.34582,193524.84841352218,182893.1230411918,0.006069869869019329,,,,,,,,
154,5.312214860512052,875.4949579418985,287.89063947625607,9307922.34582,193520.99459983563,182889.38300537845,0.006067670421540671,,,,,,,,
155,5.310346125840052,875.5043303071296,287.8889092273859,9307922.34582,193517.13947541424,182885.64169346864,0.006065470999985992,,,,,,,,
156,5.3084773911680525,875.5137057274698,287.8871783620643,9307922.34582,193513.28303934872,182881.8991045761,0.00606327160436307,,,,,,,,
157,5.306608656496053,875.5230842050045,287.88544687985546,9307922.34582,193509.42529072863,182878.15523781365,0.006061072234679658,,,,,,,,
158,5.304739921824053,875.5324657418153,287.8837147803237,9307922.34582,193505.56622864277,182874.4100922932,0.0060588728909435575,,,,,,,,
159,5.3028711871520535,875.5418503399909,287.88198206303235,9307922.34582,193501.70585217947,182870.6636671257,0.0060566735731625385,,,,,,,,
160,5.301002452480054,875.5512380016203,287.8802487275447,9307922.34582,193497.84416042562,182866.91596142118,0.006054474281344394,,,,,,,,
161,5.299133717808054,875.560628728794,287.87851477342326,9307922.34582,193493.98115246705,182863.16697428876,0.00605227501549692,,,,,,,,
162,5.2972649831360545,875.570022523606,287.87678020023014,9307922.34582,193490.11682738902,182859.41670483656,0.006050075775627913,,,,,,,,
163,5.295396248464055,875.5794193881528,287.87504500752704,9307922.34582,193486.25118427497,182855.66515217186,0.006047876561745171,,,,,,,,
164,5.293527513792055,875.5888193245287,287.87330919487545,9307922.34582,193482.38422220925,182851.9123154009,0.006045677373856528,,,,,,,,
165,5.2916587791200556,875.5982223348379,287.8715727618358,9307922.34582,193478.51594027327,182848.15819362903,0.00604347821196977,,,,,,,,
166,5.289790044448056,875.6076284211795,287.86983570796866,9307922.34582,193474.6463375484,182844.40278596067,0.006041279076092737,,,,,,,,
167,5.287921309776056,875.6170375856597,287.8680980328337,9307922.34582,193470.7754131148,182840.64609149928,0.006039079966233241,,,,,,,,
168,5.286052575104057,875.6264498303842,287.8663597359901,9307922.34582,193466.9031660514,182836.88810934738,0.006036880882399118,,,,,,,,
169,5.284183840432057,875.6358651574611,287.8646208169973,9307922.34582,193463.02959543758,182833.1288386066,0.006034681824598207,,,,,,,,
170,5.282315105760057,875.6452835690017,287.86288127541326,9307922.34582,193459.1547003496,182829.3682783775,0.006032482792838347,,,,,,,,
171,5.280446371088058,875.6547050671194,287.86114111079615,9307922.34582,193455.2784798644,182825.6064277598,0.00603028378712738,,,,,,,,
172,5.278577636416058,875.6641296539299,287.85940032270327,9307922.34582,193451.40093305692,182821.84328585226,0.006028084807473156,,,,,,,,
173,5.276708901744058,875.6735573315491,287.8576589106918,9307922.34582,193447.5220590022,182818.07885175265,0.006025885853883539,,,,,,,,
174,5.274840167072059,875.6829881020983,287.8559168743183,9307922.34582,193443.64185677344,182814.31312455784,0.006023686926366383,,,,,,,,
175,5.272971432400059,875.6924219676976,287.8541742131389,9307922.34582,193439.7603254431,182810.54610336368,0.0060214880249295655,,,,,,,,
176,5.271102697728059,875.701858930473,287.85243092670896,9307922.34582,193435.8774640826,182806.77778726513,0.006019289149580945,,,,,,,,
177,5.26923396305606,875.7112989925496,287.85068701458374,9307922.34582,193431.99327176207,182803.00817535614,0.006017090300328407,,,,,,,,
178,5.26736522838406,875.7207421560568,287.848942476318,9307922.34582,193428.10774755222,182799.23726672976,0.006014891477179828,,,,,,,,
179,5.26549649371206,875.7301884231235,287.84719731146583,9307922.34582,193424.2208905208,182795.4650604781,0.0060126926801431085,,,,,,,,
180,5.263627759040061,875.7396377958854,287.8454515195808,9307922.34582,193420.33269973504,182791.6915556922,0.006010493909226124,,,,,,,,
181,5.261759024368061,875.7490902764745,287.8437051002165,9307922.34582,193416.44317426282,182787.91675146227,0.006008295164436792,,,,,,,,
182,5.259890289696061,875.7585458670314,287.84195805292524,9307922.34582,193412.55231316824,182784.14064687747,0.0060060964457829946,,,,,,,,
183,5.258021555024062,875.7680045696939,287.8402103772595,9307922.34582,193408.66011551654,182780.363241026,0.006003897753272655,,,,,,,,
184,5.256152820352062,875.7774663866046,287.83846207277105,9307922.34582,193404.76658037127,182776.58453299513,0.006001699086913681,,,,,,,,
185,5.254284085680062,875.7869313199059,287.8367131390114,9307922.34582,193400.87170679614,182772.80452187118,0.005999500446714004,,,,,,,,
186,5.252415351008063,875.7963993717462,287.8349635755312,9307922.34582,193396.9754938512,182769.02320673945,0.005997301832681534,,,,,,,,
187,5.250546616336063,875.8058705442743,287.83321338188074,9307922.34582,193393.07794059787,182765.24058668435,0.005995103244824201,,,,,,,,
188,5.248677881664063,875.8153448396397,287.83146255761005,9307922.34582,193389.1790460958,182761.45666078918,0.005992904683149948,,,,,,,,
189,5.246809146992064,875.824822259995,287.8297111022685,9307922.34582,193385.27880940406,182757.67142813644,0.005990706147666719,,,,,,,,
190,5.244940412320064,875.8343028074978,287.8279590154049,9307922.34582,193381.3772295792,182753.88488780757,0.0059885076383824455,,,,,,,,
191,5.243071677648064,875.8437864843036,287.82620629656776,9307922.34582,193377.47430567912,182750.09703888302,0.005986309155305092,,,,,,,,
192,5.241202942976065,875.8532732925746,287.8244529453048,9307922.34582,193373.57003675835,182746.3078804423,0.005984110698442599,,,,,,,,
193,5.239334208304065,875.862763234471,287.82269896116384,9307922.34582,193369.66442187232,182742.51741156392,0.005981912267802941,,,,,,,,
194,5.237465473632065,875.8722563121568,287.82094434369185,9307922.34582,193365.75746007514,182738.72563132542,0.00597971386339409,,,,,,,,
195,5.235596738960066,875.8817525278013,287.8191890924349,9307922.34582,193361.84915041816,182734.9325388034,0.005977515485223998,,,,,,,,
196,5.233728004288066,875.8912518835699,287.8174332069395,9307922.34582,193357.93949195428,182731.1381330734,0.005975317133300668,,,,,,,,
197,5.231859269616066,875.9007543816368,287.8156766867508,9307922.34582,193354.02848373345,182727.34241321005,0.005973118807632062,,,,,,,,
198,5.229990534944067,875.910260024174,287.81391953141394,9307922.34582,193350.1161248055,182723.54537828697,0.00597092050822618,,,,,,,,
199,5.228121800272067,875.919768813358,287.8121617404736,9307922.34582,193346.20241421933,182719.7470273768,0.00596872223509101,,,,,,,,
200,5.226253065600067,875.9292807513665,287.8104033134736,9307922.34582,193342.28735102213,182715.9473595512,0.005966523988234554,,,,,,,,
201,5.224384330928068,875.938795840381,287.8086442499576,9307922.34582,193338.37093426066,182712.1463738808,0.005964325767664808,,,,,,,,
202,5.222515596256068,875.9483140825819,287.8068845494688,9307922.34582,193334.45316298094,182708.34406943526,0.005962127573389798,,,,,,,,
203,5.220646861584068,875.9578354801566,287.8051242115494,9307922.34582,193330.5340362267,182704.5404452833,0.005959929405417521,,,,,,,,
