,engine.pressurantTank.gas.mass,engine.pressurantTank.gas.density,engine.pressurantTank.gas.temperature,engine.pressurantTank.gas.pressure,engine.pressurantTank.gas.enthalpy,engine.pressurantTank.gas.internalEnergy,engine.pressurantTank.gas.volume,simControl.currentTime
39,1.838119347791996,379.62677618902404,284.1437676717691,39989592.300560005,249321.12502876227,143981.89500393395,0.004841911748808672,0.03900000000000003
40,1.8362506131199958,379.7642460870468,284.04014887391406,39989592.300560005,249175.7908214953,143874.69227786493,0.0048352382617375305,0.04000000000000003
41,1.8343818784479957,379.90187757705826,283.936484397979,39989592.300560005,249030.36907190553,143767.41918704164,0.004828567550514184,0.04100000000000003
42,1.8325131437759956,380.03967097450254,283.83277417355487,39989592.300560005,248884.8596339842,143660.07560547002,0.004821899616629607,0.04200000000000003
43,1.8306444091039955,380.17762659569956,283.7290181300251,39989592.300560005,248739.26236131383,143552.66140679052,0.004815234461576554,0.04300000000000003
44,1.8287756744319954,380.31574475784885,283.62521619656474,39989592.300560005,248593.5771070675,143445.17646427685,0.004808572086849564,0.04400000000000003
45,1.8269069397599953,380.454025779032,283.52136830213936,39989592.300560005,248447.8037240071,143337.6206508343,0.004801912493944969,0.04500000000000003
46,1.8250382050879952,380.5924699782171,283.41747437550424,39989592.300560005,248301.94206448062,143229.9938389984,0.004795255684360886,0.046000000000000034
47,1.823169470415995,380.73107767526113,283.31353434520355,39989592.300560005,248155.9919804224,143122.29590093347,0.004788601659597224,0.047000000000000035
48,1.821300735743995,380.86984919091316,283.20954813956956,39989592.300560005,248009.95332334965,143014.52670843102,0.0047819504211557,0.048000000000000036
49,1.8194320010719949,381.0087848468185,283.10551568672156,39989592.300560005,247863.82594436206,142906.68613290836,0.00477530197053982,0.04900000000000004
50,1.8175632663999948,381.14788496552114,283.00143691456515,39989592.300560005,247717.60969413994,142798.7740454071,0.004768656309254904,0.05000000000000004
51,1.8156945317279947,381.2871498704679,282.89731175079106,39989592.300560005,247571.30442294167,142690.79031659162,0.00476201343880807,0.05100000000000004
52,1.8138257970559946,381.42657988601104,282.7931401228748,39989592.300560005,247424.90998060338,142582.73481674757,0.004755373360708251,0.05200000000000004
53,1.8119570623839945,381.5661753374123,282.6889219580749,39989592.300560005,247278.42621653623,142474.60741578034,0.004748736076466193,0.05300000000000004
54,1.8100883277119943,381.7059365508459,282.58465718343297,39989592.300560005,247131.8529797252,142366.40798321358,0.004742101587594454,0.05400000000000004
55,1.8082195930399942,381.84586385340157,282.48034572577205,39989592.300560005,246985.19011872765,142258.1363881876,0.004735469895607424,0.05500000000000004
56,1.8063508583679941,381.9859575730889,282.375987511696,39989592.300560005,246838.4374816705,142149.79249945786,0.004728841002021307,0.05600000000000004
57,1.804482123695994,382.12621803884053,282.2715824675886,39989592.300560005,246691.59491625003,142041.3761853935,0.004722214908354131,0.057000000000000044
58,1.802613389023994,382.26664558051493,282.16713051961244,39989592.300560005,246544.66226972925,141932.88731397566,0.004715591616125761,0.058000000000000045
59,1.8007446543519938,382.4072405289007,282.0626315937081,39989592.300560005,246397.63938893605,141824.32575279596,0.004708971126857891,0.059000000000000045
60,1.7988759196799937,382.5480032157191,281.9580856155935,39989592.300560005,246250.5261202626,141715.69136905496,0.004702353442074056,0.060000000000000046
61,1.7970071850079936,382.68893397362916,281.8534925107622,39989592.300560005,246103.32230966174,141606.98402956055,0.004695738563299623,0.06100000000000005
62,1.7951384503359935,382.8300331362295,281.7488522044831,39989592.300560005,245956.02780264683,141498.20360072638,0.004689126492061808,0.06200000000000005
63,1.7932697156639934,382.97130103806256,281.6441646217995,39989592.300560005,245808.64244428958,141389.34994857025,0.004682517229889675,0.06300000000000004
64,1.7914009809919933,383.11273801461874,281.53942968752784,39989592.300560005,245661.16607921803,141280.42293871252,0.00467591077831413,0.06400000000000004
65,1.7895322463199932,383.25434440233903,281.43464732625654,39989592.300560005,245513.59855161433,141171.4224363745,0.004669307138867938,0.06500000000000004
66,1.787663511647993,383.3961205386188,281.32981746234583,39989592.300560005,245365.9397052146,141062.3483063768,0.004662706313085724,0.06600000000000004
67,1.785794776975993,383.5380667618122,281.22494001992595,39989592.300560005,245218.18938330509,140953.20041313773,0.004656108302503963,0.06700000000000005
68,1.7839260423039929,383.6801834112349,281.1200149228965,39989592.300560005,245070.3474287216,140843.9786206716,0.004649513108660999,0.06800000000000005
69,1.7820573076319928,383.82247082716805,281.0150420949256,39989592.300560005,244922.41368384782,140734.68279258723,0.0046429207330970414,0.06900000000000005
70,1.7801885729599927,383.964929350862,280.91002145944856,39989592.300560005,244774.3879906122,140625.31279208613,0.00463633117735417,0.07000000000000005
71,1.7783198382879926,384.10755932454003,280.8049529396674,39989592.300560005,244626.27019048776,140515.86848196093,0.004629744442976336,0.07100000000000005
72,1.7764511036159925,384.2503610914015,280.6998364585491,39989592.300560005,244478.06012448928,140406.34972459366,0.004623160531509373,0.07200000000000005
73,1.7745823689439923,384.39333499562673,280.5946719388254,39989592.300560005,244329.75763317148,140296.75638195412,0.004616579444500987,0.07300000000000005
74,1.7727136342719922,384.5364813823794,280.4894593029913,39989592.300560005,244181.3625566275,140187.0883155981,0.0046100011835007735,0.07400000000000005
75,1.7708448995999921,384.6798005978115,280.384198473304,39989592.300560005,244032.87473448674,140077.34538666587,0.00460342575006021,0.07500000000000005
76,1.768976164927992,384.823292989066,280.27888937178227,39989592.300560005,243884.2940059131,139967.5274558802,0.004596853145732668,0.07600000000000005
77,1.767107430255992,384.9669589042816,280.17353192020494,39989592.300560005,243735.62020960305,139857.6343835449,0.004590283372073411,0.07700000000000005
78,1.7652386955839918,385.110798692596,280.06812604011037,39989592.300560005,243586.85318378385,139747.666029543,0.0045837164306396,0.07800000000000006
79,1.7633699609119917,385.2548127041495,279.9626716527951,39989592.300560005,243437.99276621174,139637.62225333496,0.004577152322990302,0.07900000000000006
80,1.7615012262399916,385.39900129009004,279.8571686793127,39989592.300560005,243289.0387941693,139527.502913957,0.004570591050686477,0.08000000000000006
81,1.7596324915679915,385.54336480257535,279.75161704047304,39989592.300560005,243139.99110446445,139417.30787001931,0.004564032615291004,0.08100000000000006
82,1.7577637568959914,385.6879035947781,279.6460166568411,39989592.300560005,242990.84953342826,139307.0369797044,0.004557477018368668,0.08200000000000006
83,1.7558950222239913,385.83261802088975,279.5403674487358,39989592.300560005,242841.61391691215,139196.69010076512,0.004550924261486165,0.08300000000000006
84,1.7540262875519912,385.9775084361239,279.434669336229,39989592.300560005,242692.28409028728,139086.26709052306,0.004544374346212114,0.08400000000000006
85,1.752157552879991,386.1225751967201,279.32892223914456,39989592.300560005,242542.85988844163,138975.76780586672,0.0045378272741170575,0.08500000000000006
86,1.750288818207991,386.2678186599488,279.2231260770572,39989592.300560005,242393.34114577857,138865.19210324972,0.00453128304677346,0.08600000000000006
87,1.7484200835359909,386.4132391841145,279.11728076929126,39989592.300560005,242243.72769621425,138754.53983868888,0.004524741665755712,0.08700000000000006
88,1.7465513488639908,386.55883712855996,279.01138623491966,39989592.300560005,242094.01937317598,138643.8108677626,0.004518203132640144,0.08800000000000006
89,1.7446826141919907,386.7046128536704,278.9054423927631,39989592.300560005,241944.21600960073,138533.00504560888,0.004511667449005013,0.08900000000000007
90,1.7428138795199906,386.85056672087734,278.7994491613886,39989592.300560005,241794.31743793178,138422.12222692356,0.004505134616430524,0.09000000000000007
91,1.7409451448479905,386.99669909266254,278.69340645910853,39989592.300560005,241644.323490118,138311.16226595847,0.0044986046364988205,0.09100000000000007
92,1.7390764101759904,387.1430103325624,278.5873142039795,39989592.300560005,241494.23399761136,138200.12501651954,0.004492077510793994,0.09200000000000007
93,1.7372076755039902,387.2895008051724,278.4811723138011,39989592.300560005,241344.04879136445,138089.01033196494,0.004485553240902081,0.09300000000000007
94,1.7353389408319901,387.43617087614984,278.3749807061152,39989592.300560005,241193.76770182874,137977.81806520326,0.004479031828411082,0.09400000000000007
95,1.73347020615999,387.5830209122198,278.2687392982044,39989592.300560005,241043.39055895284,137866.5480686916,0.0044725132749109464,0.09500000000000007
96,1.73160147148799,387.7300512811781,278.1624480070908,39989592.300560005,240892.91719217965,137755.20019443362,0.004465997581993585,0.09600000000000007
97,1.7297327368159898,387.8772623518955,278.0561067495355,39989592.300560005,240742.34743044522,137643.77429397777,0.004459484751252877,0.09700000000000007
98,1.7278640021439897,388.0246544943229,277.9497154420366,39989592.300560005,240591.6811021759,137532.27021841516,0.004452974784284667,0.09800000000000007
99,1.7259952674719896,388.17222807949395,277.8432740008289,39989592.300560005,240440.91803528622,137420.6878183779,0.004446467682686774,0.09900000000000007
100,1.7241265327999895,388.3199834795311,277.7367823418819,39989592.300560005,240290.05805717717,137309.02694403694,0.004439963448058991,0.10000000000000007
101,1.7222577981279894,388.46792106764866,277.6302403808993,39989592.300560005,240139.10099473404,137197.28744510032,0.004433462082003089,0.10100000000000008
102,1.7203890634559893,388.6160412181578,277.5236480333175,39989592.300560005,239988.0466743235,137085.469170811,0.0044269635861228195,0.10200000000000008
103,1.7185203287839892,388.7643443064692,277.4170052143046,39989592.300560005,239836.8949217929,136973.5719699451,0.004420467962023935,0.10300000000000008
104,1.716651594111989,388.9128307091005,277.3103118387589,39989592.300560005,239685.64556246635,136861.5956908098,0.004413975211314158,0.10400000000000008
105,1.714782859439989,389.061500803678,277.203567821308,39989592.300560005,239534.29842114393,136749.54018124138,0.0044074853356032145,0.10500000000000008
106,1.7129141247679889,389.2103549689417,277.09677307630767,39989592.300560005,239382.8533220988,136637.40528860327,0.004400998336502831,0.10600000000000008
107,1.7110453900959888,389.35939358475065,276.98992751784004,39989592.300560005,239231.3100890746,136525.190859784,0.004394514215626728,0.10700000000000008
108,1.7091766554239887,389.5086170320857,276.8830310597135,39989592.300560005,239079.66854528492,136412.89674119517,0.004388032974590638,0.10800000000000008
109,1.7073079207519886,389.6580256930554,276.77608361546015,39989592.300560005,238927.9285134087,136300.52277876946,0.004381554615012301,0.10900000000000008
110,1.7054391860799885,389.8076199508998,276.66908509833576,39989592.300560005,238776.08981559006,136188.06881795856,0.004375079138511468,0.11000000000000008
111,1.7035704514079884,389.95740018999555,276.5620354213176,39989592.300560005,238624.1522734348,136075.53470373113,0.004368606546709904,0.11100000000000008
112,1.7017017167359882,390.1073667958593,276.4549344971038,39989592.300560005,238472.11570800812,135962.92028057075,0.004362136841231398,0.11200000000000009
113,1.6998329820639881,390.25752015515343,276.3477822381119,39989592.300560005,238319.97993983325,135850.22539247383,0.004355670023701763,0.11300000000000009
114,1.697964247391988,390.40786065568994,276.24057855647766,39989592.300560005,238167.7447888883,135737.44988294755,0.004349206095748834,0.11400000000000009
115,1.696095512719988,390.55838868643497,276.1333233640536,39989592.300560005,238015.4100746043,135624.59359500773,0.004342745059002486,0.11500000000000009
116,1.6942267780479878,390.709104637514,276.02601657240797,39989592.300560005,237862.97561586296,135511.65637117674,0.004336286915094623,0.11600000000000009
117,1.6923580433759877,390.86000890021563,275.9186580928235,39989592.300560005,237710.44123099413,135398.6380534814,0.004329831665659193,0.11700000000000009
118,1.6904893087039876,391.01110186699725,275.8112478362958,39989592.300560005,237557.80673777335,135285.53848345083,0.004323379312332182,0.11800000000000009
119,1.6886205740319875,391.1623839314892,275.7037857135322,39989592.300560005,237405.0719534194,135172.3575021143,0.004316929856751624,0.11900000000000009
120,1.6867518393599874,391.31385548849875,275.596271634951,39989592.300560005,237252.23669459313,135059.09494999913,0.0043104833005576096,0.12000000000000009
121,1.6848831046879873,391.46551693401653,275.4887055106792,39989592.300560005,237099.30077739313,134945.75066712845,0.0043040396453922726,0.1210000000000001
122,1.6830143700159872,391.6173686652193,275.3810872505519,39989592.300560005,236946.26401735487,134832.3244930191,0.00429759889289982,0.1220000000000001
123,1.681145635343987,391.76941108047697,275.2734167641107,39989592.300560005,236793.12622944752,134718.8162666794,0.0042911610447265046,0.1230000000000001
124,1.679276900671987,391.921644579355,275.16569396060254,39989592.300560005,236639.88722807178,134605.2258266069,0.0042847261025206595,0.1240000000000001
125,1.6774081659999869,392.07406956262093,275.0579187489781,39989592.300560005,236486.54682705732,134491.55301078627,0.004278294067932682,0.12500000000000008
126,1.6755394313279868,392.22668643224875,274.9500910378909,39989592.300560005,236333.10483966055,134377.79765668706,0.004271864942615043,0.12600000000000008
127,1.6736706966559867,392.3794955914236,274.8422107356953,39989592.300560005,236179.561078562,134263.9596012614,0.004265438728222293,0.12700000000000009
128,1.6718019619839866,392.5324974445473,274.7342777504458,39989592.300560005,236025.91535586363,134150.03868094177,0.004259015426411059,0.12800000000000009
129,1.6699332273119865,392.68569239724184,274.6262919898953,39989592.300560005,235872.16748308667,134036.0347316388,0.004252595038840065,0.1290000000000001
130,1.6680644926399864,392.83908085635613,274.51825336149403,39989592.300560005,235718.31727116922,133921.94758873893,0.004246177567170115,0.1300000000000001
131,1.6661957579679862,392.9926632299696,274.4101617723877,39989592.300560005,235564.36453046327,133807.77708710215,0.004239763013064113,0.1310000000000001
132,1.6643270232959861,393.14643992739815,274.3020171294165,39989592.300560005,235410.3090707323,133693.5230610597,0.004233351378187058,0.1320000000000001
133,1.662458288623986,393.3004113591987,274.1938193391137,39989592.300560005,235256.15070114908,133579.1853444118,0.004226942664206049,0.1330000000000001
134,1.660589553951986,393.4545779371744,274.08556830770385,39989592.300560005,235101.88923029255,133464.7637704252,0.004220536872790291,0.1340000000000001
135,1.6587208192799858,393.6089400743791,273.977263941102,39989592.300560005,234947.52446614605,133350.25817183102,0.0042141340056111075,0.1350000000000001
136,1.6568520846079857,393.76349818512364,273.86890614491193,39989592.300560005,234793.05621609374,133235.66838082232,0.004207734064341928,0.1360000000000001
137,1.6549833499359856,393.9182526849802,273.7604948244244,39989592.300560005,234638.48428691857,133120.99422905166,0.0042013370506583,0.1370000000000001
138,1.6531146152639855,394.0732039907878,273.65202988461635,39989592.300560005,234483.8084847996,133006.23554762884,0.004194942966237893,0.1380000000000001
139,1.6512458805919854,394.2283525206569,273.54351123014914,39989592.300560005,234329.02861530965,132891.39216711844,0.004188551812760506,0.1390000000000001
140,1.6493771459199853,394.38369869397565,273.434938765367,39989592.300560005,234174.14448341177,132776.46391753748,0.004182163591908065,0.1400000000000001
141,1.6475084112479852,394.53924293141364,273.32631239429594,39989592.300560005,234019.15589345765,132661.45062835296,0.004175778305364637,0.1410000000000001
142,1.645639676575985,394.69498565492927,273.2176320206419,39989592.300560005,233864.06264918405,132546.35212847946,0.004169395954816415,0.1420000000000001
143,1.643770941903985,394.85092728777306,273.1088975477892,39989592.300560005,233708.86455371068,132431.16824627668,0.004163016541951745,0.1430000000000001
144,1.6419022072319849,395.00706825449373,273.0001088787997,39989592.300560005,233553.56140953721,132315.89880954695,0.004156640068461119,0.1440000000000001
145,1.6400334725599848,395.16340898094467,272.8912659164106,39989592.300560005,233398.15301854064,132200.54364553286,0.00415026653603717,0.1450000000000001
146,1.6381647378879847,395.31994989428665,272.7823685630334,39989592.300560005,233242.6391819728,132085.10258091465,0.0041438959463747016,0.1460000000000001
147,1.6362960032159846,395.4766914229962,272.6734167207521,39989592.300560005,233087.019700457,131969.57544180786,0.0041375283011706645,0.1470000000000001
148,1.6344272685439845,395.63363399686943,272.5644102913217,39989592.300560005,232931.29437398547,131853.96205376068,0.0041311636021241745,0.1480000000000001
149,1.6325585338719844,395.79077804702746,272.4553491761672,39989592.300560005,232775.4630019174,131738.2622417515,0.00412480185093652,0.1490000000000001
150,1.6306897991999842,395.94812400592264,272.3462332763811,39989592.300560005,232619.52538297465,131622.47583018636,0.004118443049311157,0.1500000000000001
151,1.6288210645279841,396.10567230734324,272.237062492723,39989592.300560005,232463.48131524073,131506.60264289638,0.004112087198953723,0.1510000000000001
152,1.626952329855984,396.2634233864208,272.12783672561665,39989592.300560005,232307.33059615537,131390.64250313526,0.00410573430157202,0.1520000000000001
153,1.625083595183984,396.4213776796325,272.0185558751501,39989592.300560005,232151.07302251493,131274.59523357658,0.004099384358876058,0.1530000000000001
154,1.6232148605119838,396.5795356248104,271.90921984107257,39989592.300560005,231994.70839046696,131158.46065631128,0.004093037372578017,0.1540000000000001
155,1.6213461258399837,396.73789766114464,271.79982852279363,39989592.300560005,231838.23649550838,131042.23859284507,0.004086693344392276,0.1550000000000001
156,1.6194773911679836,396.89646422919,271.69038181938174,39989592.300560005,231681.65713248253,130925.92886409575,0.004080352276035414,0.1560000000000001
157,1.6176086564959835,397.0552357708713,271.5808796295624,39989592.300560005,231524.97009557643,130809.53129039059,0.00407401416922621,0.1570000000000001
158,1.6157399218239834,397.21421272949016,271.4713218517162,39989592.300560005,231368.17517831663,130693.04569146367,0.004067679025685646,0.1580000000000001
159,1.6138711871519833,397.3733955497288,271.361708383878,39989592.300560005,231211.27217356837,130576.47188645325,0.00406134684713692,0.1590000000000001
160,1.6120024524799832,397.53278467765824,271.2520391237347,39989592.300560005,231054.26087353093,130459.80969389899,0.004055017635305437,0.16000000000000011
161,1.610133717807983,397.6923805607424,271.14231396862345,39989592.300560005,230897.1410697347,130343.05893173936,0.004048691391918825,0.16100000000000012
162,1.608264983135983,397.85218364784424,271.03253281553094,39989592.300560005,230739.9125530395,130226.21941730882,0.004042368118706937,0.16200000000000012
163,1.6063962484639829,398.01219438923204,270.92269556109085,39989592.300560005,230582.57511363036,130109.29096733523,0.0040360478174018555,0.16300000000000012
164,1.6045275137919828,398.17241323658624,270.8128021015823,39989592.300560005,230425.1285410148,129992.27339793688,0.004029730489737882,0.16400000000000012
165,1.6026587791199827,398.3328406430028,270.70285233292867,39989592.300560005,230267.5726240197,129875.16652461997,0.004023416137451572,0.16500000000000012
166,1.6007900444479826,398.4934770630021,270.5928461506954,39989592.300560005,230109.9071507885,129757.97016227568,0.004017104762281709,0.16600000000000012
167,1.5989213097759825,398.6543229525329,270.4827834500887,39989592.300560005,229952.13190877842,129640.68412517743,0.00401079636596933,0.16700000000000012
168,1.5970525751039824,398.81537876897966,270.3726641259533,39989592.300560005,229794.24668475604,129523.30822697803,0.004004490950257717,0.16800000000000012
169,1.5951838404319822,398.9766449711679,270.26248807277153,39989592.300560005,229636.25126479578,129405.84228070686,0.003998188516892407,0.16900000000000012
170,1.5933151057599821,399.138122019371,270.15225518466076,39989592.300560005,229478.14543427568,129288.2860987671,0.003991889067621196,0.17000000000000012
171,1.591446371087982,399.29981037531536,270.04196535537244,39989592.300560005,229319.92897787457,129170.63949293281,0.003985592604194147,0.17100000000000012
172,1.589577636415982,399.46171050218777,269.93161847828964,39989592.300560005,229161.60167956926,129052.902274346,0.003979299128363583,0.17200000000000013
173,1.5877089017439818,399.6238228646411,269.8212144464258,39989592.300560005,229003.16332263048,128935.07425351383,0.003973008641884105,0.17300000000000013
174,1.5858401670719817,399.7861479288005,269.7107531524228,39989592.300560005,228844.61368962066,128817.15524030567,0.003966721146512585,0.17400000000000013
175,1.5839714323999816,399.94868616226887,269.6002344885495,39989592.300560005,228685.95256239036,128699.14504395018,0.003960436644008192,0.17500000000000013
176,1.5821026977279815,400.11143803413563,269.48965834669906,39989592.300560005,228527.1797220743,128581.04347303233,0.003954155136132359,0.17600000000000013
177,1.5802339630559814,400.27440401498086,269.3790246183881,39989592.300560005,228368.294949089,128462.85033549051,0.003947876624648822,0.17700000000000013
178,1.5783652283839813,400.43758457688205,269.2683331947546,39989592.300560005,228209.29802312952,128344.56543861346,0.003941601111323612,0.17800000000000013
179,1.5764964937119812,400.60098019342166,269.1575839665557,39989592.300560005,228050.18872316508,128226.18858903735,0.003935328597925056,0.17900000000000013
180,1.574627759039981,400.7645913396922,269.04677682416667,39989592.300560005,227890.9668274373,128107.71959274277,0.003929059086223789,0.18000000000000013
181,1.572759024367981,400.92841849230393,268.9359116575782,39989592.300560005,227731.63211345536,127989.1582550516,0.00392279257799275,0.18100000000000013
182,1.5708902896959809,401.09246212939047,268.8249883563952,39989592.300560005,227572.18435799392,127870.50438062413,0.003916529075007197,0.18200000000000013
183,1.5690215550239808,401.2567227306163,268.7140068098345,39989592.300560005,227412.62333708853,127751.75777345581,0.003910268579044702,0.18300000000000013
184,1.5671528203519807,401.4212007771822,268.60296690672334,39989592.300560005,227252.94882603327,127632.91823687436,0.0039040110918851637,0.18400000000000014
185,1.5652840856799806,401.58589675183345,268.49186853549725,39989592.300560005,227093.16059937674,127513.98557353648,0.0038977566153108045,0.18500000000000014
186,1.5634153510079805,401.7508111388649,268.38071158419837,39989592.300560005,226933.2584309185,127394.95958542486,0.003891505151106184,0.18600000000000014
187,1.5615466163359804,401.91594442412924,268.2694959404731,39989592.300560005,226773.24209370633,127275.84007384501,0.003885256701058193,0.18700000000000014
188,1.5596778816639802,402.0812970950424,268.15822149157094,39989592.300560005,226613.11136003208,127156.62683942208,0.00387901126695607,0.18800000000000014
189,1.5578091469919801,402.24686964059185,268.0468881243416,39989592.300560005,226452.86600142778,127037.31968209772,0.0038727688505913915,0.18900000000000014
190,1.55594041231998,402.41266255134127,267.9354957252342,39989592.300560005,226292.5057886641,126917.91840112684,0.0038665294537580997,0.19000000000000014
191,1.55407167764798,402.57867631943975,267.8240441802943,39989592.300560005,226132.03049174423,126798.42279507445,0.0038602930782524825,0.19100000000000014
192,1.5522029429759798,402.744911438628,267.7125333751624,39989592.300560005,225971.43987990174,126678.83266181241,0.003854059725873188,0.19200000000000014
193,1.5503342083039797,402.9113684042445,267.6009631950719,39989592.300560005,225810.7337215967,126559.14779851619,0.0038478293984212323,0.19300000000000014
194,1.5484654736319796,403.07804771323293,267.48933352484744,39989592.300560005,225649.9117845127,126439.36800166157,0.003841602097700008,0.19400000000000014
195,1.5465967389599795,403.2449498641499,267.3776442489022,39989592.300560005,225488.97383555185,126319.49306702138,0.0038353778255152756,0.19500000000000015
196,1.5447280042879794,403.4120753571712,267.26589525123654,39989592.300560005,225327.91964083238,126199.52278966218,0.0038291565836751787,0.19600000000000015
197,1.5428592696159793,403.5794246940993,267.15408641543553,39989592.300560005,225166.7489656842,126079.45696394095,0.003822938373990247,0.19700000000000015
198,1.5409905349439792,403.7469983783702,267.04221762466756,39989592.300560005,225005.46157464632,125959.29538350168,0.0038167231982734018,0.19800000000000015
199,1.539121800271979,403.9147969150616,266.93028876168125,39989592.300560005,224844.05723146108,125839.03784127213,0.0038105110583399548,0.19900000000000015
