,engine.oxTank.liquid.mass,engine.oxTank.liquid.density,engine.oxTank.liquid.temperature,engine.oxTank.liquid.pressure,engine.oxTank.liquid.enthalpy,engine.oxTank.liquid.internalEnergy,engine.oxTank.liquid.volume,engine.pressTank.pressurantMassFlowRate,engine.pressTank.gas.mass,engine.pressTank.gas.density,engine.pressTank.gas.temperature,engine.pressTank.gas.pressure,engine.pressTank.gas.enthalpy,engine.pressTank.gas.internalEnergy,engine.pressTank.gas.volume,simControl.currentTime
2914,0.15450716579212342,959.7585185971767,270.2545753364937,9307922.34582,156678.08564686755,146979.89368976458,0.0001609854591527435,0.23028697387187178,0.8946319291810996,213.17202293463612,201.93987240122433,10837644.15806818,158063.57126386213,107223.67206474788,0.004196760517000001,2.91399999999979
2915,0.15263843112012343,960.0208504978121,270.1933147309604,9307922.34582,156556.70170992508,146861.15984643984,0.00015899491249692527,0.23028968466605493,0.8944016394964335,213.11714973333403,201.91109695405717,10832198.945256557,158038.02093710986,107210.58185578532,0.004196760517000001,2.91499999999979
2916,0.15076969644812344,960.2862668292847,270.13129469987257,9307922.34582,156433.8492722317,146740.98718793513,0.00015700494910329336,0.2302925133028941,0.8941713469831306,213.0622758580271,201.88232066575407,10826755.723596742,158012.4733753069,107197.49132371617,0.004196760517000001,2.91599999999979
2917,0.14890096177612344,960.5548432024946,270.06849619639706,9307922.34582,156309.49187920635,146619.33997201538,0.00015501557545604256,0.2302954636987673,0.8939410515194318,213.00740127970272,201.8535435198178,10821314.489505542,157986.928562972,107184.40046069285,0.004196760517000001,2.9169999999997898
2918,0.14703222710412345,960.8266580680905,270.00489944798124,9307922.34582,156183.59169611236,146496.18110268062,0.00015302679819454362,0.23029853994307675,0.8937107529794888,212.95252596837386,201.8247654992382,10815875.23930776,157961.3864841755,107171.30925863438,0.004196760517000001,2.9179999999997897
2919,0.14516349243212345,961.1017928610966,269.9404839190054,9307922.34582,156056.1094373545,146371.47206079593,0.0001510386241190825,0.23030174630806274,0.8934804512331807,212.89764989303546,201.7959865864693,10810437.96923207,157935.84712252088,107158.21770921607,0.004196760517000001,2.9189999999997895
2920,0.14329475776012346,961.3803321548737,269.87522827100247,9307922.34582,155927.00429119112,146245.17283021542,0.00014905106019689132,0.23030508725930574,0.8932501461459214,212.84277302161846,201.76720676340503,10805002.675406616,157910.31046112248,107145.12580385842,0.004196760517000001,2.9199999999997894
2921,0.14142602308812346,961.6623638251807,269.80911032024983,9307922.34582,155796.23383948288,146117.24181904423,0.00014706411356848432,0.23030856746697137,0.8930198375784544,212.787895320941,201.73842601135345,10799569.353854371,157884.7764825837,107132.03353371551,0.004196760517000001,2.9209999999997893
2922,0.13955728841612347,961.9479792251155,269.74210699252393,9307922.34582,155663.75397210068,145987.63577564884,0.00014507779155432292,0.230312191817863,0.8927895253866365,212.73301675665672,201.70964431100995,10794138.000488289,157859.24516897244,107118.94088966263,0.004196760517000001,2.921999999999789
2923,0.13768855374412348,962.2372733718255,269.67419427478586,9307922.34582,155529.51879554003,145856.30969898976,0.00014309210166183012,0.23031596542835397,0.8925592094212081,212.67813729320022,201.68086164242823,10788708.611106038,157833.71650179752,107105.84786228325,0.004196760517000001,2.922999999999789
